OrderID,OrderDate,Country,ProductCategory,Model,Gender,Size,SalesChannel,Quantity,UnitPrice,DiscountPercent,Revenue
7042,2024-12-05,India,Basketball,LeBron 21,Unisex,11,Online,3,13554,10,36595.8
7043,2025-08-23,Germany,Running,Air Zoom Alphafly,Women,11,Retail Store,2,10448,20,16716.8
7044,2025-11-29,USA,Running,Air Zoom Pegasus,Women,8,Online,2,9748,20,15596.8
7045,2025-01-20,USA,Lifestyle,Blazer Mid,Men,10,Retail Store,3,4737,20,11368.8
7046,2024-01-28,India,Running,Air Zoom Pegasus,Unisex,8,Online,2,4529,5,8605.1
7047,2024-06-10,Germany,Training,Free Metcon,Unisex,11,Retail Store,2,8418,20,13468.8
7048,2025-12-28,UK,Running,Air Zoom Alphafly,Women,10,Online,3,4346,5,12386.1
7049,2025-07-01,India,Basketball,Air Jordan 1,Men,11,Retail Store,3,14960,20,35904.0
7050,2024-08-03,Germany,Training,Metcon 9,Unisex,11,Online,2,11058,10,19904.4
7051,2024-11-07,UK,Lifestyle,Air Max 90,Men,9,Retail Store,1,5370,0,5370.0
7052,2024-07-08,USA,Training,Free Metcon,Men,8,Retail Store,1,8002,20,6401.6
7053,2025-05-12,USA,Training,Air Zoom TR,Women,9,Retail Store,1,12310,0,12310.0
7054,2025-06-29,India,Running,React Infinity Run,Unisex,10,Retail Store,3,4894,5,13947.9
7055,2025-03-23,Germany,Training,Metcon 9,Unisex,10,Online,3,11164,5,31817.4
7056,2025-08-08,USA,Basketball,KD 16,Unisex,9,Retail Store,1,12505,0,12505.0
7057,2024-02-16,Germany,Training,Free Metcon,Men,8,Online,3,11334,5,32301.9
7058,2024-10-31,India,Training,Metcon 9,Unisex,9,Retail Store,2,13981,5,26563.9
7059,2024-06-03,USA,Training,Air Zoom TR,Unisex,7,Online,3,12126,0,36378.0
7060,2025-06-13,UK,Lifestyle,Air Max 90,Unisex,8,Online,2,7680,0,15360.0
7061,2025-09-28,UK,Training,Air Zoom TR,Men,9,Retail Store,3,7397,10,19971.9
7062,2024-04-17,India,Running,React Infinity Run,Women,6,Online,2,13937,15,23692.9
7063,2025-12-20,India,Lifestyle,Blazer Mid,Unisex,11,Retail Store,3,5851,15,14920.05
7064,2025-08-28,UK,Training,Free Metcon,Women,7,Online,1,5615,10,5053.5
7065,2025-07-19,India,Training,Free Metcon,Men,8,Online,2,8026,0,16052.0
7066,2025-06-08,UK,Running,Air Zoom Alphafly,Unisex,7,Retail Store,3,10857,15,27685.35
7067,2025-08-18,UK,Basketball,KD 16,Men,11,Retail Store,2,7216,15,12267.2
7068,2025-07-23,USA,Basketball,KD 16,Unisex,9,Online,2,6524,10,11743.2
7069,2025-04-13,USA,Lifestyle,Air Force 1,Men,9,Retail Store,1,14934,5,14187.3
7070,2025-07-12,UK,Basketball,KD 16,Women,11,Retail Store,2,8625,20,13800.0
7071,2025-08-24,Germany,Basketball,LeBron 21,Women,10,Online,2,7448,20,11916.8
7072,2025-12-15,Germany,Basketball,LeBron 21,Unisex,7,Online,3,10047,10,27126.9
7073,2025-10-30,Germany,Training,Metcon 9,Unisex,11,Retail Store,3,11606,10,31336.2
7074,2025-12-27,India,Training,Free Metcon,Women,8,Online,3,12981,15,33101.55
7075,2024-09-25,UK,Running,Air Zoom Alphafly,Women,10,Online,1,10268,5,9754.6
7076,2025-11-12,USA,Basketball,KD 16,Unisex,8,Retail Store,1,9479,20,7583.2
7077,2025-08-23,Germany,Running,Air Zoom Alphafly,Women,6,Retail Store,3,13609,20,32661.6
7078,2024-04-17,India,Lifestyle,Blazer Mid,Women,10,Retail Store,1,10263,0,10263.0
7079,2025-05-12,India,Training,Free Metcon,Women,7,Online,2,13601,0,27202.0
7080,2024-04-08,Germany,Basketball,KD 16,Unisex,8,Online,2,14102,20,22563.2
7081,2024-10-02,USA,Basketball,LeBron 21,Women,10,Online,3,4260,0,12780.0
7082,2025-09-24,India,Basketball,LeBron 21,Women,10,Retail Store,1,9243,15,7856.55
7083,2025-12-02,Germany,Basketball,Air Jordan 1,Men,8,Retail Store,2,14332,10,25797.6
7084,2025-03-31,UK,Training,Free Metcon,Men,7,Online,3,4531,20,10874.4
7085,2025-04-04,USA,Training,Air Zoom TR,Men,8,Retail Store,3,8926,15,22761.3
7086,2025-11-23,USA,Training,Air Zoom TR,Women,10,Retail Store,3,8286,5,23615.1
7087,2024-07-03,Germany,Running,React Infinity Run,Men,9,Online,1,11758,15,9994.3
7088,2024-03-29,UK,Lifestyle,Air Max 90,Women,8,Online,1,13164,5,12505.8
7089,2025-08-23,USA,Running,Air Zoom Pegasus,Women,6,Retail Store,1,8744,5,8306.8
7090,2024-03-31,UK,Training,Metcon 9,Women,9,Retail Store,1,8287,10,7458.3
7091,2025-10-23,Germany,Lifestyle,Air Force 1,Unisex,7,Retail Store,2,4084,15,6942.8
7092,2025-10-25,India,Training,Air Zoom TR,Unisex,9,Online,2,9156,10,16480.8
7093,2025-10-13,India,Training,Metcon 9,Men,8,Retail Store,2,4153,20,6644.8
7094,2024-10-15,India,Training,Air Zoom TR,Women,6,Online,3,10684,15,27244.2
7095,2024-08-10,USA,Training,Air Zoom TR,Men,8,Retail Store,2,4570,10,8226.0
7096,2025-01-10,USA,Lifestyle,Blazer Mid,Unisex,10,Retail Store,1,12340,5,11723.0
7097,2024-07-09,India,Running,React Infinity Run,Men,9,Retail Store,2,6691,15,11374.7
7098,2025-09-01,Germany,Running,Air Zoom Pegasus,Unisex,8,Retail Store,3,8869,5,25276.65
7099,2025-11-29,UK,Basketball,Air Jordan 1,Women,7,Online,2,13904,20,22246.4
7100,2025-11-09,UK,Lifestyle,Air Force 1,Women,10,Online,1,13298,5,12633.1
7101,2025-03-01,India,Training,Air Zoom TR,Women,11,Retail Store,1,10512,15,8935.2
7102,2025-03-30,Germany,Lifestyle,Air Max 90,Unisex,8,Retail Store,2,12774,10,22993.2
7103,2024-01-29,India,Basketball,Air Jordan 1,Women,8,Retail Store,1,14772,15,12556.2
7104,2025-11-20,USA,Basketball,Air Jordan 1,Men,6,Online,3,5437,10,14679.9
7105,2025-08-15,UK,Running,React Infinity Run,Men,6,Retail Store,2,13231,0,26462.0
7106,2025-03-04,Germany,Running,Air Zoom Pegasus,Unisex,9,Online,1,11346,20,9076.8
7107,2024-10-04,Germany,Lifestyle,Air Force 1,Men,10,Online,1,9031,20,7224.8
7108,2025-06-18,India,Basketball,KD 16,Men,9,Online,3,4782,20,11476.8
7109,2024-03-21,India,Running,Air Zoom Alphafly,Unisex,7,Online,3,5178,10,13980.6
7110,2025-10-04,UK,Lifestyle,Air Max 90,Women,10,Retail Store,1,6764,10,6087.6
7111,2025-03-22,USA,Basketball,LeBron 21,Women,7,Retail Store,1,6535,20,5228.0
7112,2025-12-21,Germany,Basketball,KD 16,Women,7,Online,1,8861,20,7088.8
7113,2025-01-19,Germany,Lifestyle,Air Force 1,Unisex,6,Retail Store,1,7146,10,6431.4
7114,2025-07-19,India,Lifestyle,Air Force 1,Women,6,Retail Store,2,14011,5,26620.9
7115,2025-09-19,India,Training,Metcon 9,Unisex,11,Retail Store,1,14551,0,14551.0
7116,2025-11-23,UK,Running,Air Zoom Pegasus,Unisex,9,Online,1,8320,0,8320.0
7117,2024-01-31,India,Basketball,Air Jordan 1,Unisex,6,Online,1,14208,0,14208.0
7118,2024-06-08,Germany,Basketball,KD 16,Unisex,10,Retail Store,1,7382,0,7382.0
7119,2025-12-09,India,Basketball,LeBron 21,Men,10,Retail Store,3,8312,15,21195.6
7120,2025-07-11,USA,Training,Free Metcon,Women,7,Retail Store,1,8461,20,6768.8
7121,2024-06-05,USA,Training,Free Metcon,Unisex,7,Retail Store,2,8309,20,13294.4
7122,2025-11-06,UK,Lifestyle,Blazer Mid,Men,8,Online,1,12310,0,12310.0
7123,2024-10-11,India,Running,Air Zoom Alphafly,Women,8,Retail Store,1,8937,10,8043.3
7124,2025-06-07,UK,Lifestyle,Air Max 90,Unisex,6,Online,1,5672,10,5104.8
7125,2024-10-23,India,Lifestyle,Air Force 1,Women,7,Retail Store,1,10545,5,10017.75
7126,2024-10-14,UK,Lifestyle,Blazer Mid,Women,11,Online,1,11026,10,9923.4
7127,2024-02-27,USA,Running,React Infinity Run,Unisex,11,Online,2,4367,5,8297.3
7128,2024-09-21,USA,Lifestyle,Air Max 90,Women,9,Online,1,7374,20,5899.2
7129,2025-02-26,UK,Basketball,LeBron 21,Unisex,10,Online,2,6197,5,11774.3
7130,2025-04-01,Germany,Basketball,LeBron 21,Men,10,Online,1,4192,10,3772.8
7131,2025-09-11,UK,Training,Free Metcon,Unisex,9,Online,2,9180,20,14688.0
7132,2024-10-15,India,Training,Metcon 9,Unisex,7,Online,3,10679,10,28833.3
7133,2024-05-03,India,Running,Air Zoom Alphafly,Unisex,8,Online,3,4257,20,10216.8
7134,2025-01-19,India,Training,Air Zoom TR,Unisex,9,Online,3,14510,0,43530.0
7135,2025-12-27,UK,Lifestyle,Air Force 1,Women,7,Online,2,13114,10,23605.2
7136,2025-12-16,Germany,Training,Air Zoom TR,Unisex,10,Online,3,11700,0,35100.0
7137,2024-04-23,USA,Lifestyle,Blazer Mid,Men,8,Online,2,12396,15,21073.2
7138,2024-07-11,India,Training,Metcon 9,Men,9,Retail Store,3,7041,20,16898.4
7139,2024-09-14,India,Basketball,KD 16,Men,7,Online,2,9398,0,18796.0
7140,2024-02-08,USA,Lifestyle,Air Max 90,Unisex,10,Retail Store,1,14876,15,12644.6
7141,2025-02-17,USA,Lifestyle,Blazer Mid,Unisex,11,Retail Store,3,14513,5,41362.05
7142,2025-06-26,UK,Lifestyle,Air Max 90,Men,6,Retail Store,2,7522,15,12787.4
7143,2024-04-17,Germany,Running,Air Zoom Alphafly,Women,11,Online,3,8112,10,21902.4
7144,2024-07-06,UK,Training,Air Zoom TR,Unisex,8,Online,3,14332,5,40846.2
7145,2025-10-26,Germany,Basketball,Air Jordan 1,Women,9,Online,2,6678,20,10684.8
7146,2024-01-31,India,Basketball,Air Jordan 1,Women,11,Retail Store,2,11329,20,18126.4
7147,2025-05-12,Germany,Training,Metcon 9,Men,7,Online,2,14567,20,23307.2
7148,2025-10-08,USA,Basketball,LeBron 21,Women,6,Online,2,8349,10,15028.2
7149,2025-08-18,India,Running,Air Zoom Pegasus,Unisex,10,Online,3,14359,5,40923.15
7150,2025-03-09,Germany,Running,Air Zoom Pegasus,Women,9,Online,2,5572,10,10029.6
7151,2024-09-24,UK,Lifestyle,Air Force 1,Unisex,9,Retail Store,1,8966,5,8517.7
7152,2024-01-26,USA,Running,Air Zoom Pegasus,Unisex,7,Retail Store,1,4256,15,3617.6
7153,2025-01-18,India,Running,Air Zoom Alphafly,Women,7,Online,1,10867,20,8693.6
7154,2025-07-07,USA,Basketball,Air Jordan 1,Women,7,Online,2,12513,20,20020.8
7155,2024-01-13,UK,Running,Air Zoom Pegasus,Men,6,Online,2,8379,15,14244.3
7156,2025-11-04,Germany,Lifestyle,Blazer Mid,Men,9,Retail Store,2,14109,20,22574.4
7157,2025-03-30,India,Training,Metcon 9,Unisex,8,Retail Store,2,14888,15,25309.6
7158,2025-02-08,Germany,Lifestyle,Air Max 90,Unisex,7,Retail Store,1,8324,15,7075.4
7159,2024-12-29,USA,Basketball,Air Jordan 1,Unisex,9,Retail Store,2,12310,10,22158.0
7160,2025-07-31,UK,Running,Air Zoom Pegasus,Men,8,Retail Store,2,11081,15,18837.7
7161,2025-07-19,India,Basketball,LeBron 21,Women,9,Retail Store,1,10302,15,8756.7
7162,2024-06-11,India,Training,Metcon 9,Women,8,Online,3,10452,0,31356.0
7163,2024-10-28,Germany,Lifestyle,Air Max 90,Men,10,Retail Store,2,8796,5,16712.4
7164,2025-07-30,UK,Training,Free Metcon,Unisex,11,Retail Store,2,14891,5,28292.9
7165,2024-07-19,India,Basketball,Air Jordan 1,Men,10,Online,2,7047,20,11275.2
7166,2024-09-02,UK,Training,Air Zoom TR,Women,6,Retail Store,1,9794,5,9304.3
7167,2024-05-07,Germany,Lifestyle,Air Max 90,Men,9,Retail Store,3,9947,10,26856.9
7168,2025-08-08,India,Running,React Infinity Run,Women,11,Online,3,12385,20,29724.0
7169,2025-04-29,UK,Basketball,Air Jordan 1,Women,7,Online,2,5399,15,9178.3
7170,2024-11-07,Germany,Training,Free Metcon,Women,6,Online,1,10127,5,9620.65
7171,2025-04-17,USA,Lifestyle,Blazer Mid,Women,8,Retail Store,1,9543,10,8588.7
7172,2024-06-19,UK,Training,Air Zoom TR,Unisex,10,Retail Store,2,6560,20,10496.0
7173,2025-11-15,USA,Basketball,LeBron 21,Women,9,Online,3,8945,5,25493.25
7174,2025-05-31,USA,Running,React Infinity Run,Men,10,Retail Store,1,12316,0,12316.0
7175,2024-09-27,India,Basketball,LeBron 21,Men,7,Online,1,7456,15,6337.6
7176,2025-07-24,USA,Running,Air Zoom Alphafly,Women,7,Retail Store,3,12119,5,34539.15
7177,2025-02-01,USA,Running,Air Zoom Alphafly,Women,9,Retail Store,3,5660,10,15282.0
7178,2025-10-17,USA,Lifestyle,Air Max 90,Unisex,6,Online,3,14716,10,39733.2
7179,2025-06-08,India,Running,Air Zoom Pegasus,Unisex,11,Retail Store,2,7576,10,13636.8
7180,2024-11-22,USA,Lifestyle,Air Max 90,Men,10,Online,1,10125,5,9618.75
7181,2024-08-10,India,Basketball,KD 16,Unisex,7,Retail Store,2,14420,15,24514.0
7182,2024-03-16,USA,Basketball,LeBron 21,Men,8,Retail Store,2,6708,15,11403.6
7183,2024-02-24,USA,Running,React Infinity Run,Men,9,Retail Store,1,8171,0,8171.0
7184,2024-01-25,UK,Basketball,LeBron 21,Men,11,Online,2,12422,15,21117.4
7185,2025-10-21,USA,Basketball,LeBron 21,Women,6,Online,2,11476,15,19509.2
7186,2024-10-09,India,Lifestyle,Air Max 90,Women,7,Retail Store,1,9444,5,8971.8
7187,2025-05-22,UK,Lifestyle,Blazer Mid,Unisex,6,Online,3,9575,15,24416.25
7188,2025-05-01,India,Training,Metcon 9,Men,11,Retail Store,2,10405,20,16648.0
7189,2024-01-10,Germany,Lifestyle,Air Max 90,Unisex,11,Retail Store,3,7534,10,20341.8
7190,2024-07-03,India,Lifestyle,Blazer Mid,Men,9,Online,2,4607,10,8292.6
7191,2024-04-22,India,Basketball,KD 16,Women,9,Retail Store,3,7960,5,22686.0
7192,2024-05-17,India,Lifestyle,Blazer Mid,Unisex,8,Retail Store,1,14223,5,13511.85
7193,2025-06-06,Germany,Training,Free Metcon,Unisex,11,Retail Store,1,5364,20,4291.2
7194,2025-01-24,Germany,Lifestyle,Air Force 1,Men,9,Retail Store,2,9344,0,18688.0
7195,2025-04-12,India,Running,Air Zoom Pegasus,Men,10,Online,3,12622,5,35972.7
7196,2024-02-16,India,Lifestyle,Air Force 1,Men,8,Retail Store,2,11519,15,19582.3
7197,2025-05-22,USA,Running,Air Zoom Alphafly,Women,10,Online,2,6274,15,10665.8
7198,2025-01-13,UK,Lifestyle,Blazer Mid,Men,10,Online,2,5263,15,8947.1
7199,2025-04-12,Germany,Training,Air Zoom TR,Women,7,Online,1,8299,15,7054.15
7200,2025-09-08,UK,Lifestyle,Air Max 90,Unisex,6,Retail Store,2,4860,20,7776.0
7201,2025-10-09,UK,Lifestyle,Blazer Mid,Women,7,Retail Store,3,14130,0,42390.0
7202,2024-07-14,UK,Lifestyle,Air Force 1,Unisex,6,Online,3,9786,20,23486.4
7203,2024-03-13,India,Lifestyle,Air Force 1,Unisex,11,Retail Store,2,13170,0,26340.0
7204,2024-10-05,India,Lifestyle,Blazer Mid,Unisex,10,Retail Store,3,10200,10,27540.0
7205,2024-05-01,USA,Basketball,KD 16,Men,10,Online,3,12325,10,33277.5
7206,2024-10-21,USA,Lifestyle,Air Force 1,Unisex,7,Retail Store,2,7730,20,12368.0
7207,2024-09-22,USA,Training,Air Zoom TR,Unisex,9,Retail Store,3,10122,15,25811.1
7208,2024-03-29,UK,Basketball,LeBron 21,Unisex,11,Retail Store,2,8313,15,14132.1
7209,2024-11-27,Germany,Running,Air Zoom Alphafly,Unisex,6,Online,1,8840,0,8840.0
7210,2025-10-03,USA,Lifestyle,Air Force 1,Unisex,11,Online,3,4259,5,12138.15
7211,2024-06-06,Germany,Training,Free Metcon,Men,8,Online,2,13704,20,21926.4
7212,2025-01-24,USA,Running,React Infinity Run,Women,11,Retail Store,3,14408,0,43224.0
7213,2025-10-03,UK,Running,React Infinity Run,Unisex,10,Online,1,11796,15,10026.6
7214,2024-12-22,India,Basketball,Air Jordan 1,Women,6,Online,1,13734,20,10987.2
7215,2025-12-04,Germany,Basketball,KD 16,Unisex,9,Online,3,5255,10,14188.5
7216,2025-09-10,Germany,Lifestyle,Air Force 1,Men,8,Online,1,10462,0,10462.0
7217,2025-01-15,UK,Lifestyle,Air Force 1,Men,9,Online,3,6648,15,16952.4
7218,2025-09-06,Germany,Basketball,Air Jordan 1,Women,6,Retail Store,2,13772,20,22035.2
7219,2025-05-04,Germany,Training,Free Metcon,Women,9,Retail Store,1,6932,10,6238.8
7220,2025-04-21,UK,Running,React Infinity Run,Men,11,Retail Store,2,14304,5,27177.6
7221,2024-11-29,Germany,Training,Metcon 9,Men,6,Online,2,6702,10,12063.6
7222,2024-01-19,India,Running,Air Zoom Pegasus,Unisex,11,Retail Store,2,4783,10,8609.4
7223,2024-07-05,India,Basketball,LeBron 21,Men,9,Retail Store,3,12555,15,32015.25
7224,2025-02-04,Germany,Running,Air Zoom Alphafly,Unisex,7,Online,2,5171,10,9307.8
7225,2025-04-16,India,Lifestyle,Blazer Mid,Men,6,Retail Store,3,10408,5,29662.8
7226,2024-11-25,USA,Basketball,KD 16,Unisex,6,Online,1,8561,20,6848.8
7227,2024-04-13,India,Lifestyle,Blazer Mid,Unisex,9,Retail Store,1,10636,10,9572.4
7228,2024-11-28,UK,Basketball,Air Jordan 1,Women,6,Online,3,4722,5,13457.7
7229,2024-12-17,USA,Running,Air Zoom Alphafly,Unisex,7,Retail Store,2,4645,20,7432.0
7230,2024-05-01,India,Basketball,KD 16,Unisex,8,Retail Store,1,4006,0,4006.0
7231,2025-10-08,USA,Training,Metcon 9,Women,10,Retail Store,1,13463,15,11443.55
7232,2024-09-30,UK,Basketball,LeBron 21,Unisex,6,Online,1,9630,20,7704.0
7233,2025-04-26,USA,Basketball,LeBron 21,Unisex,11,Online,1,6954,15,5910.9
7234,2024-04-22,USA,Training,Metcon 9,Unisex,7,Retail Store,1,13791,15,11722.35
7235,2024-07-10,India,Running,React Infinity Run,Unisex,10,Online,3,13253,5,37771.05
7236,2025-02-25,Germany,Training,Free Metcon,Unisex,8,Online,2,9633,15,16376.1
7237,2024-08-09,Germany,Basketball,Air Jordan 1,Men,10,Online,2,14856,20,23769.6
7238,2024-01-24,UK,Basketball,LeBron 21,Men,7,Online,2,13400,15,22780.0
7239,2025-01-17,Germany,Lifestyle,Air Force 1,Women,6,Retail Store,3,12180,5,34713.0
7240,2024-01-28,Germany,Basketball,LeBron 21,Women,9,Retail Store,3,13089,10,35340.3
7241,2025-01-21,India,Running,React Infinity Run,Unisex,6,Online,3,12183,0,36549.0
7242,2025-05-30,Germany,Running,Air Zoom Pegasus,Unisex,6,Online,3,7362,15,18773.1
7243,2025-03-11,Germany,Running,React Infinity Run,Women,7,Online,2,13646,10,24562.8
7244,2024-12-01,USA,Basketball,Air Jordan 1,Unisex,10,Online,1,5100,15,4335.0
7245,2025-12-11,India,Lifestyle,Air Force 1,Unisex,11,Online,1,9615,0,9615.0
7246,2025-04-04,Germany,Training,Free Metcon,Unisex,9,Retail Store,1,8502,20,6801.6
7247,2024-03-27,Germany,Lifestyle,Air Max 90,Unisex,8,Online,1,11623,15,9879.55
7248,2024-01-31,USA,Training,Air Zoom TR,Unisex,6,Retail Store,1,10037,15,8531.45
7249,2025-03-15,USA,Basketball,KD 16,Unisex,8,Retail Store,1,14977,10,13479.3
7250,2024-04-14,UK,Basketball,KD 16,Men,9,Retail Store,1,13627,5,12945.65
7251,2025-11-15,USA,Lifestyle,Air Max 90,Men,9,Retail Store,2,7700,0,15400.0
7252,2025-02-27,India,Basketball,KD 16,Women,8,Retail Store,2,6318,10,11372.4
7253,2024-12-30,USA,Lifestyle,Blazer Mid,Unisex,11,Retail Store,3,6084,15,15514.2
7254,2024-01-07,UK,Basketball,LeBron 21,Unisex,8,Online,3,12715,10,34330.5
7255,2025-01-14,Germany,Basketball,KD 16,Men,11,Retail Store,3,5501,20,13202.4
7256,2024-07-21,UK,Running,React Infinity Run,Women,6,Retail Store,1,4715,10,4243.5
7257,2025-06-30,USA,Basketball,Air Jordan 1,Men,8,Online,2,11174,15,18995.8
7258,2025-01-05,India,Lifestyle,Blazer Mid,Women,6,Online,3,7611,20,18266.4
7259,2024-01-15,India,Basketball,Air Jordan 1,Men,9,Online,1,4211,20,3368.8
7260,2025-03-13,India,Training,Metcon 9,Women,8,Retail Store,3,4753,5,13546.05
7261,2025-03-21,USA,Basketball,LeBron 21,Women,9,Retail Store,3,7222,15,18416.1
7262,2025-06-28,India,Lifestyle,Air Force 1,Unisex,8,Online,2,13427,10,24168.6
7263,2025-11-12,Germany,Running,Air Zoom Pegasus,Unisex,7,Online,2,5960,0,11920.0
7264,2024-11-10,Germany,Training,Air Zoom TR,Unisex,10,Online,3,9813,20,23551.2
7265,2024-08-19,USA,Basketball,LeBron 21,Men,6,Retail Store,2,5494,15,9339.8
7266,2024-12-08,Germany,Basketball,KD 16,Unisex,10,Retail Store,1,8053,20,6442.4
7267,2025-07-07,UK,Running,Air Zoom Pegasus,Men,10,Online,1,12575,5,11946.25
7268,2024-09-11,UK,Running,React Infinity Run,Women,9,Retail Store,1,9083,10,8174.7
7269,2025-05-09,India,Training,Metcon 9,Women,6,Retail Store,1,4900,15,4165.0
7270,2024-01-19,UK,Running,Air Zoom Alphafly,Women,10,Online,1,6921,20,5536.8
7271,2025-02-16,UK,Basketball,KD 16,Men,6,Retail Store,2,11595,20,18552.0
7272,2025-03-18,USA,Running,React Infinity Run,Unisex,11,Retail Store,3,5921,20,14210.4
7273,2024-01-16,USA,Running,React Infinity Run,Men,7,Online,2,6387,10,11496.6
7274,2024-03-02,India,Basketball,KD 16,Women,7,Retail Store,3,5996,5,17088.6
7275,2024-05-04,India,Basketball,Air Jordan 1,Men,11,Retail Store,3,6503,15,16582.65
7276,2024-06-12,Germany,Lifestyle,Blazer Mid,Unisex,7,Retail Store,1,10862,5,10318.9
7277,2024-04-27,USA,Basketball,Air Jordan 1,Women,7,Online,3,7612,20,18268.8
7278,2024-09-29,Germany,Running,Air Zoom Alphafly,Women,8,Retail Store,3,9310,10,25137.0
7279,2024-03-15,USA,Basketball,Air Jordan 1,Unisex,11,Retail Store,2,6822,20,10915.2
7280,2025-10-19,UK,Lifestyle,Blazer Mid,Unisex,10,Online,2,4859,15,8260.3
7281,2024-10-21,UK,Training,Free Metcon,Women,10,Retail Store,1,4436,20,3548.8
7282,2025-10-13,Germany,Running,React Infinity Run,Men,8,Retail Store,2,4762,0,9524.0
7283,2024-05-11,USA,Lifestyle,Air Force 1,Women,8,Retail Store,1,8094,10,7284.6
7284,2025-08-10,USA,Lifestyle,Blazer Mid,Men,7,Online,1,13770,5,13081.5
7285,2025-04-03,India,Training,Air Zoom TR,Unisex,10,Retail Store,2,5076,0,10152.0
7286,2025-06-06,Germany,Training,Free Metcon,Men,7,Online,3,14090,5,40156.5
7287,2025-09-28,USA,Running,React Infinity Run,Unisex,8,Online,1,13128,0,13128.0
7288,2025-01-05,UK,Lifestyle,Blazer Mid,Women,9,Online,1,4895,5,4650.25
7289,2024-03-25,UK,Running,Air Zoom Alphafly,Unisex,10,Retail Store,2,5176,5,9834.4
7290,2024-11-23,India,Running,React Infinity Run,Women,11,Online,1,8865,10,7978.5
7291,2025-03-18,UK,Lifestyle,Blazer Mid,Unisex,6,Retail Store,2,10576,10,19036.8
7292,2025-01-19,USA,Lifestyle,Blazer Mid,Women,11,Retail Store,1,5522,5,5245.9
7293,2025-06-14,India,Training,Free Metcon,Unisex,8,Retail Store,2,6802,10,12243.6
7294,2025-07-16,UK,Lifestyle,Blazer Mid,Unisex,7,Online,3,6456,5,18399.6
7295,2024-06-13,India,Training,Metcon 9,Unisex,11,Retail Store,1,14697,20,11757.6
7296,2024-01-16,UK,Basketball,Air Jordan 1,Men,7,Retail Store,2,7314,5,13896.6
7297,2024-08-02,USA,Running,Air Zoom Alphafly,Men,8,Retail Store,3,11591,0,34773.0
7298,2024-02-12,USA,Training,Air Zoom TR,Unisex,7,Online,2,13942,5,26489.8
7299,2025-11-29,India,Running,Air Zoom Alphafly,Unisex,6,Online,1,4565,15,3880.25
7300,2025-03-21,Germany,Training,Free Metcon,Unisex,6,Retail Store,1,13092,10,11782.8
7301,2025-01-12,Germany,Basketball,KD 16,Men,7,Retail Store,1,6771,5,6432.45
7302,2025-03-20,Germany,Lifestyle,Air Force 1,Unisex,6,Retail Store,2,4531,10,8155.8
7303,2024-02-25,USA,Basketball,KD 16,Unisex,10,Retail Store,3,13236,0,39708.0
7304,2025-05-25,USA,Lifestyle,Air Max 90,Unisex,8,Retail Store,1,5726,5,5439.7
7305,2025-03-19,Germany,Lifestyle,Air Max 90,Women,11,Online,1,13453,5,12780.35
7306,2024-03-16,India,Running,Air Zoom Pegasus,Unisex,11,Online,2,4933,0,9866.0
7307,2024-10-22,Germany,Running,React Infinity Run,Men,7,Online,3,13008,5,37072.8
7308,2024-03-01,Germany,Running,React Infinity Run,Women,7,Retail Store,3,11116,15,28345.8
7309,2025-06-09,India,Basketball,KD 16,Men,7,Online,2,10467,10,18840.6
7310,2024-06-13,UK,Basketball,KD 16,Unisex,11,Online,3,10878,0,32634.0
7311,2024-03-28,India,Training,Air Zoom TR,Unisex,10,Retail Store,2,5060,15,8602.0
7312,2024-11-15,Germany,Training,Metcon 9,Women,9,Retail Store,3,5149,0,15447.0
7313,2025-08-10,USA,Lifestyle,Air Max 90,Unisex,11,Online,2,11492,5,21834.8
7314,2025-10-04,UK,Training,Metcon 9,Men,8,Retail Store,3,9969,20,23925.6
7315,2025-08-18,Germany,Running,React Infinity Run,Unisex,11,Online,1,9327,20,7461.6
7316,2024-05-16,USA,Training,Air Zoom TR,Unisex,6,Online,2,9049,20,14478.4
7317,2024-11-16,Germany,Running,Air Zoom Pegasus,Women,10,Online,3,14140,20,33936.0
7318,2024-07-12,Germany,Lifestyle,Air Max 90,Men,7,Online,1,10797,0,10797.0
7319,2024-03-21,India,Running,React Infinity Run,Men,6,Online,2,8905,5,16919.5
7320,2025-01-13,Germany,Running,Air Zoom Pegasus,Women,6,Online,3,7082,10,19121.4
7321,2025-07-19,USA,Training,Free Metcon,Unisex,6,Retail Store,3,5239,0,15717.0
7322,2024-08-02,USA,Running,React Infinity Run,Women,10,Retail Store,1,11982,10,10783.8
7323,2024-10-29,Germany,Training,Air Zoom TR,Men,8,Online,1,6801,5,6460.95
7324,2024-01-15,Germany,Training,Metcon 9,Women,7,Retail Store,1,10384,15,8826.4
7325,2025-10-15,USA,Running,Air Zoom Pegasus,Women,10,Retail Store,3,5678,0,17034.0
7326,2025-06-02,UK,Training,Metcon 9,Men,7,Online,3,11736,5,33447.6
7327,2025-02-28,UK,Lifestyle,Blazer Mid,Unisex,10,Retail Store,3,13056,0,39168.0
7328,2024-01-02,India,Training,Metcon 9,Unisex,11,Online,1,6926,10,6233.4
7329,2024-11-25,USA,Training,Free Metcon,Men,11,Retail Store,3,11218,5,31971.3
7330,2025-06-11,UK,Training,Free Metcon,Men,8,Retail Store,2,6221,15,10575.7
7331,2025-07-09,USA,Running,Air Zoom Alphafly,Unisex,10,Retail Store,3,10504,10,28360.8
